Name,Project,Type,Duration (in seconds),Pauses (in seconds),Duration (in minutes),Pauses (in minutes),
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,2722.488570213318,0.0,45.3748095035553,0.0,2025-02-25 11:57:06,2025-02-25 12:42:28,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,2948.206495285034,0.0,49.136774921417235,0.0,2025-02-25 11:00:32,2025-02-25 11:49:40,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,4740.498729944229,0.0,79.00831216573715,0.0,2025-02-25 09:33:27,2025-02-25 10:52:28,
"Planning","Daily",partialFocus,129.93202209472656,0.0,2.165533701578776,0.0,2025-02-24 23:38:55,2025-02-24 23:41:05,
"Refine movement routine","Health",partialFocus,1622.666822195053,0.0,27.04444703658422,0.0,2025-02-24 23:11:47,2025-02-24 23:38:49,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,6306.691378116608,0.0,105.11152296861013,0.0,2025-02-24 21:16:34,2025-02-24 23:01:41,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,4423.115885019302,0.0,73.71859808365504,0.0,2025-02-24 19:47:13,2025-02-24 21:00:56,
"Housing","Other",partialFocus,1095.0,0.0,18.25,0.0,2025-02-24 19:28:53,2025-02-24 19:47:08,
"+k CS50 AI","Learn_Coding",partialFocus,858.1971917152405,0.0,14.303286528587341,0.0,2025-02-24 18:59:57,2025-02-24 19:14:16,
"+k CS50 AI","Learn_Coding",fullFocus,5528.385689973831,0.0,92.13976149956385,0.0,2025-02-24 15:57:52,2025-02-24 17:30:00,
"+k CS50 AI","Learn_Coding",partialFocus,644.987190246582,0.0,10.7497865041097,0.0,2025-02-24 15:32:17,2025-02-24 15:43:02,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,930.0985670089722,0.0,15.50164278348287,0.0,2025-02-24 15:16:40,2025-02-24 15:32:11,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,5009.285008907318,0.0,83.48808348178864,0.0,2025-02-24 13:48:17,2025-02-24 15:11:47,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,5104.19880604744,0.0,85.06998010079066,0.0,2025-02-24 11:59:48,2025-02-24 13:24:52,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,2215.2106761932373,0.0,36.920177936553955,0.0,2025-02-24 11:17:23,2025-02-24 11:54:18,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1705.0471308231354,0.0,28.417452180385588,0.0,2025-02-24 10:42:38,2025-02-24 11:11:03,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,2849.9067220687866,0.0,47.49844536781311,0.0,2025-02-24 09:50:00,2025-02-24 10:37:30,
"Planning","Daily",partialFocus,118.37346887588501,0.0,1.9728911479314168,0.0,2025-02-23 23:53:53,2025-02-23 23:55:52,
"Crypto","Investing",partialFocus,1991.9032816886902,0.0,33.198388028144834,0.0,2025-02-23 23:20:33,2025-02-23 23:53:45,
"Inbox","Inbox",partialFocus,1014.8139328956604,0.0,16.91356554826101,0.0,2025-02-23 22:58:59,2025-02-23 23:15:54,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,5276.0001430511475,0.0,87.93333571751913,0.0,2025-02-23 21:16:40,2025-02-23 22:44:36,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,6942.172279119492,0.0,115.7028713186582,0.0,2025-02-23 18:12:19,2025-02-23 20:08:02,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1026.6053121089935,0.0,17.11008853514989,0.0,2025-02-23 16:49:31,2025-02-23 17:06:38,
"+k CS50 AI","Learn_Coding",fullFocus,6209.602266788483,0.0,103.49337111314138,0.0,2025-02-23 13:20:09,2025-02-23 15:03:38,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1313.4862911701202,0.0,21.89143818616867,0.0,2025-02-23 12:45:43,2025-02-23 13:07:37,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,3858.3628721237183,0.0,64.30604786872864,0.0,2025-02-23 11:28:40,2025-02-23 12:32:58,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,6896.917016983032,0.0,114.9486169497172,0.0,2025-02-23 08:59:56,2025-02-23 10:54:53,
"Planning","Daily",partialFocus,227.40648889541626,0.0,3.790108148256938,0.0,2025-02-22 23:35:46,2025-02-22 23:39:33,
"+k CS50 AI","Learn_Coding",partialFocus,899.6206798553467,0.0,14.993677997589112,0.0,2025-02-22 23:20:30,2025-02-22 23:35:30,
"+k CS50 AI","Learn_Coding",partialFocus,703.9194240570068,0.0,11.731990400950114,0.0,2025-02-22 23:03:55,2025-02-22 23:15:39,
"+k CS50 AI","Learn_Coding",partialFocus,3102.323269844055,0.0,51.70538783073425,0.0,2025-02-22 21:41:43,2025-02-22 22:33:25,
"+k CS50 AI","Learn_Coding",partialFocus,5064.990896701813,0.0,84.41651494503022,0.0,2025-02-22 20:07:24,2025-02-22 21:31:49,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,3281.5637741088867,0.0,54.69272956848145,0.0,2025-02-22 19:12:35,2025-02-22 20:07:16,
"Inbox","Inbox",partialFocus,849.3155889511108,0.0,14.155259815851847,0.0,2025-02-22 18:58:19,2025-02-22 19:12:29,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,2992.464791059494,0.0,49.8744131843249,0.0,2025-02-22 16:26:21,2025-02-22 17:16:14,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,5377.641431808472,0.0,89.62735719680786,0.0,2025-02-22 13:04:30,2025-02-22 14:34:08,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,261.0134799480438,0.0,4.35022466580073,0.0,2025-02-22 12:47:57,2025-02-22 12:52:19,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,2383.3103408813477,0.0,39.72183901468913,0.0,2025-02-22 10:30:45,2025-02-22 11:10:28,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",endEarly,4505.030638217926,0.0,75.08384397029877,0.0,2025-02-22 08:52:33,2025-02-22 10:07:38,
"Other","Other",partialFocus,415.57133412361145,0.0,6.926188902060191,0.0,2025-02-22 08:45:30,2025-02-22 08:52:25,
"Planning","Daily",partialFocus,141.9105830192566,0.0,2.3651763836542767,0.0,2025-02-21 23:43:15,2025-02-21 23:45:37,
"Inbox","Inbox",partialFocus,618.7694652080536,0.0,10.312824420134227,0.0,2025-02-21 23:32:51,2025-02-21 23:43:10,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,2680.6071672439575,0.0,44.67678612073262,0.0,2025-02-21 22:47:56,2025-02-21 23:32:37,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,853.0,0.0,14.216666666666667,0.0,2025-02-21 22:11:23,2025-02-21 22:25:36,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,3308.6675901412964,0.0,55.144459835688274,0.0,2025-02-21 21:02:47,2025-02-21 21:57:56,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,3914.0028069019318,0.0,65.23338011503219,0.0,2025-02-21 19:50:46,2025-02-21 20:56:00,
"+k CS50 AI","Learn_Coding",fullFocus,1897.1685848236084,0.0,31.619476413726808,0.0,2025-02-21 15:24:14,2025-02-21 15:55:52,
"+k CS50 AI","Learn_Coding",fullFocus,1805.4608330726624,0.0,30.091013884544374,0.0,2025-02-21 14:50:40,2025-02-21 15:20:45,
"+k CS50 AI","Learn_Coding",partialFocus,4246.726844072342,0.0,70.77878073453903,0.0,2025-02-21 13:20:24,2025-02-21 14:31:10,
"+k CS50 AI","Learn_Coding",partialFocus,1522.0879850387573,0.0,25.368133083979288,0.0,2025-02-21 12:35:04,2025-02-21 13:00:26,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,3885.839882850647,0.0,64.76399804751078,0.0,2025-02-21 11:30:11,2025-02-21 12:34:57,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,3287.7279438972473,0.0,54.79546573162079,0.0,2025-02-21 10:15:22,2025-02-21 11:10:10,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,5193.484675884247,0.0,86.55807793140411,0.0,2025-02-21 08:42:59,2025-02-21 10:09:33,
"Planning","Daily",partialFocus,121.17613506317139,0.0,2.0196022510528566,0.0,2025-02-20 23:45:40,2025-02-20 23:47:41,
"My website","Distribution",partialFocus,1753.673495054245,0.0,29.227891584237415,0.0,2025-02-20 23:16:21,2025-02-20 23:45:35,
"Inbox","Inbox",partialFocus,1927.7007050514221,0.0,32.12834508419037,0.0,2025-02-20 22:42:59,2025-02-20 23:15:07,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1914.937247991562,0.0,31.915620799859365,0.0,2025-02-20 22:04:46,2025-02-20 22:36:41,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1660.2190070152283,0.0,27.670316783587136,0.0,2025-02-20 21:29:28,2025-02-20 21:57:08,
"+k Research Workshop","CSAI",fullFocus,3298.5594460964203,0.0,54.97599076827367,0.0,2025-02-20 20:33:54,2025-02-20 21:28:53,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,2923.3291420936584,0.0,48.72215236822764,0.0,2025-02-20 19:45:04,2025-02-20 20:33:48,
"+k CS50 AI","Learn_Coding",endEarly,6181.084231853485,0.0,103.01807053089142,0.0,2025-02-20 17:43:33,2025-02-20 19:26:34,"Hard to focus,
"+k CS50 AI","Learn_Coding",partialFocus,7458.72801399231,0.0,124.31213356653849,0.0,2025-02-20 13:42:31,2025-02-20 15:46:49,
"+k CS50 AI","Learn_Coding",partialFocus,2072.2297670841217,0.0,34.537162784735365,0.0,2025-02-20 12:52:35,2025-02-20 13:27:07,
"+k CS50 AI","Learn_Coding",partialFocus,570.1091089248657,0.0,9.501818482081095,0.0,2025-02-20 12:25:59,2025-02-20 12:35:29,
"+k Cognitive Neuroscience","CSAI",partialFocus,634.9893078804016,0.0,10.583155131340027,0.0,2025-02-20 12:15:11,2025-02-20 12:25:46,
"+k Cognitive Neuroscience","CSAI",endEarly,4071.1510248184204,0.0,67.85251708030701,0.0,2025-02-20 10:48:38,2025-02-20 11:56:29,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",endEarly,6309.0687029361725,0.0,105.15114504893621,0.0,2025-02-20 08:47:26,2025-02-20 10:32:35,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1197.0432589054108,0.0,19.950720981756845,0.0,2025-02-20 08:20:59,2025-02-20 08:40:56,
"Planning","Daily",partialFocus,398.51394391059875,0.0,6.641899065176646,0.0,2025-02-19 23:55:05,2025-02-20 00:01:43,
"Study participation","CSAI",partialFocus,2003.5480921268463,0.0,33.3924682021141,0.0,2025-02-19 23:21:34,2025-02-19 23:54:58,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,3249.862062931061,0.0,54.16436771551768,0.0,2025-02-19 22:27:09,2025-02-19 23:21:19,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,7505.816056966782,0.0,125.0969342827797,0.0,2025-02-19 20:02:55,2025-02-19 22:08:01,
"Inbox","Inbox",partialFocus,1051.903342962265,0.0,17.531722382704416,0.0,2025-02-19 19:41:05,2025-02-19 19:58:37,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,7655.324443101883,0.0,127.58874071836472,0.0,2025-02-19 17:33:04,2025-02-19 19:40:39,
"+k Research Workshop","CSAI",partialFocus,4090.370770931244,0.0,68.1728461821874,0.0,2025-02-19 14:45:29,2025-02-19 15:53:39,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1181.798089981079,0.0,19.696634833017985,0.0,2025-02-19 14:18:46,2025-02-19 14:38:28,
"+k CS50 AI","Learn_Coding",partialFocus,2914.592915058136,0.0,48.576548584302266,0.0,2025-02-19 13:29:56,2025-02-19 14:18:30,
"+k CS50 AI","Learn_Coding",fullFocus,4011.776729822159,0.0,66.86294549703598,0.0,2025-02-19 12:20:02,2025-02-19 13:26:54,
"+k CS50 AI","Learn_Coding",fullFocus,2944.023318052292,0.0,49.06705530087153,0.0,2025-02-19 11:08:13,2025-02-19 11:57:17,
"+k CS50 AI","Learn_Coding",fullFocus,3426.0280718803406,0.0,57.100467864672346,0.0,2025-02-19 10:06:46,2025-02-19 11:03:52,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,5069.379375934601,0.0,84.48965626557668,0.0,2025-02-19 08:37:48,2025-02-19 10:02:17,
"Planning","Daily",partialFocus,412.6605501174927,0.0,6.877675835291544,0.0,2025-02-18 23:39:37,2025-02-18 23:46:29,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,2021.644583940506,0.0,33.69407639900843,0.0,2025-02-18 22:52:37,2025-02-18 23:26:18,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,2841.0015108585358,0.0,47.3500251809756,0.0,2025-02-18 22:03:49,2025-02-18 22:51:10,
"Research about exercise","Health",partialFocus,998.9819529056549,0.0,16.649699215094248,0.0,2025-02-18 21:47:00,2025-02-18 22:03:39,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,2749.222888946533,0.0,45.82038148244222,0.0,2025-02-18 20:38:57,2025-02-18 21:24:46,
"Inbox","Inbox",partialFocus,2721.0,0.0,45.35,0.0,2025-02-18 15:42:30,2025-02-18 16:27:51,
"+k CS50 AI","Learn_Coding",partialFocus,968.0119497776031,0.0,16.133532496293387,0.0,2025-02-18 15:26:22,2025-02-18 15:42:30,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1453.2230660915375,0.0,24.220384434858957,0.0,2025-02-18 15:01:50,2025-02-18 15:26:03,
"Inbox","Inbox",partialFocus,310.78098011016846,0.0,5.179683001836141,0.0,2025-02-18 14:56:30,2025-02-18 15:01:41,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1534.3770499229431,0.0,25.572950832049052,0.0,2025-02-18 14:14:27,2025-02-18 14:40:01,
"Inbox","Inbox",partialFocus,622.2749691009521,0.0,10.37124948501587,0.0,2025-02-18 14:03:52,2025-02-18 14:14:15,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,2982.3243420124054,0.0,49.705405700206754,0.0,2025-02-18 13:10:28,2025-02-18 14:00:10,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,4676.011552810669,0.0,77.93352588017781,0.0,2025-02-18 11:49:04,2025-02-18 13:07:00,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,1584.7040300369263,0.0,26.41173383394877,0.0,2025-02-18 11:18:34,2025-02-18 11:44:59,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,7769.842533111572,0.0,129.49737555185953,0.0,2025-02-18 09:05:54,2025-02-18 11:15:24,
"Planning","Daily",partialFocus,260.318391084671,0.0,4.338639851411184,0.0,2025-02-17 23:52:22,2025-02-17 23:56:42,
"Keyboard","General",fullFocus,2029.2211799621582,0.0,33.820352999369305,0.0,2025-02-17 23:17:41,2025-02-17 23:51:30,
"Obsidian","Optimization",fullFocus,10809.011170864105,0.0,180.15018618106842,0.0,2025-02-17 20:15:20,2025-02-17 23:15:29,"Tried to build plugin that  indents emoji lists. I failed,
"Keyboard","General",partialFocus,5393.86305308342,0.0,89.89771755139033,0.0,2025-02-17 18:44:56,2025-02-17 20:14:50,
"Keyboard","General",fullFocus,708.2571971416473,0.0,11.804286619027456,0.0,2025-02-17 16:54:56,2025-02-17 17:06:44,
"Keyboard","General",fullFocus,3942.577316045761,0.0,65.70962193409602,0.0,2025-02-17 15:46:29,2025-02-17 16:52:11,
"Keyboard","General",fullFocus,1694.0,0.0,28.233333333333334,0.0,2025-02-17 15:15:17,2025-02-17 15:43:31,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,1940.0,0.0,32.333333333333336,0.0,2025-02-17 14:42:57,2025-02-17 15:15:17,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,3964.0864028930664,0.0,66.06810671488444,0.0,2025-02-17 13:13:16,2025-02-17 14:19:20,
"Inbox","Inbox",fullFocus,2798.134589910507,0.0,46.635576498508456,0.0,2025-02-17 12:21:31,2025-02-17 13:08:10,
"Inbox","Inbox",partialFocus,311.67256808280945,0.0,5.194542801380157,0.0,2025-02-17 12:16:10,2025-02-17 12:21:21,
"+k CS50 AI","Learn_Coding",fullFocus,1740.4330439567566,0.0,29.007217399279277,0.0,2025-02-17 11:43:08,2025-02-17 12:12:09,
"+k CS50 AI","Learn_Coding",fullFocus,4931.354135990143,0.0,82.18923559983571,0.0,2025-02-17 10:15:45,2025-02-17 11:37:56,
"+k CS50 AI","Learn_Coding",fullFocus,4741.967831850052,0.0,79.03279719750087,0.0,2025-02-17 08:51:34,2025-02-17 10:10:36,
"Planning","Daily",partialFocus,101.37550401687622,0.0,1.6895917336146036,0.0,2025-02-16 23:48:34,2025-02-16 23:50:16,
"Other","Other",partialFocus,922.0952820777893,0.0,15.368254701296488,0.0,2025-02-16 23:32:49,2025-02-16 23:48:11,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,6128.043553113937,0.0,102.13405921856562,0.0,2025-02-16 21:46:04,2025-02-16 23:28:12,
"Inbox","Inbox",partialFocus,1096.4595532417297,0.0,18.274325887362163,0.0,2025-02-16 21:27:26,2025-02-16 21:45:42,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",partialFocus,2981.2763850688934,0.0,49.68793975114822,0.0,2025-02-16 17:23:27,2025-02-16 18:13:09,
"+k Chemistry - Crash Course","Learn Chemistry",fullFocus,2672.772264957428,0.0,44.546204415957135,0.0,2025-02-16 16:20:07,2025-02-16 17:04:40,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,7868.562693834305,0.0,131.14271156390507,0.0,2025-02-16 14:08:32,2025-02-16 16:19:41,
"+k CS50 AI","Learn_Coding",partialFocus,2059.0545489788055,0.0,34.31757581631343,0.0,2025-02-16 13:33:59,2025-02-16 14:08:19,
"+k CS50 AI","Learn_Coding",partialFocus,4268.882120847702,0.0,71.1480353474617,0.0,2025-02-16 11:51:34,2025-02-16 13:02:43,
"+k CS50 AI","Learn_Coding",partialFocus,1603.169018983841,0.0,26.719483649730684,0.0,2025-02-16 11:05:44,2025-02-16 11:32:27,
"Keyboard","General",fullFocus,5630.683147192001,0.0,93.8447191198667,0.0,2025-02-16 09:31:21,2025-02-16 11:05:11,
"}b Molecular Biology of the Cell - Bruce Alberts","Learn Biology",fullFocus,3606.865468978882,0.0,60.11442448298136,0.0,2025-02-16 08:17:40,2025-02-16 09:17:47,
"Diary","Distribution",fullFocus,7085.547423839569,0.0,118.09245706399282,0.0,2025-02-15 21:52:36,2025-02-15 23:50:42,
